DE_name,contrast,term,target,ncells_1,ncells_2,log2fc,p.value,padj,sig_level
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCB10,57,11221,-1.232868039,0.107331472,0.375195184,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCB7,57,11221,-1.035453568,0.321109678,0.689483366,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCB8,57,11221,-2.312072595,0.111454896,0.384763834,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCB9,57,11221,0.635725586,0.367569963,0.729042173,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCC1,57,11221,0.234490556,0.70166409,0.93185538,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCC3,57,11221,-0.470012757,0.592049984,0.880777368,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCC4,57,11221,0.264805353,0.732774296,0.949074222,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCC8,57,11221,0.221320406,0.804459207,0.983033567,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCC9,57,11221,-1.475690874,0.320800439,0.689398613,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCD1,57,11221,-0.653825343,0.395244932,0.751830249,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCE1,57,11221,0.238335031,0.58764613,0.879460368,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABCG1,57,11221,0.385788249,0.514085173,0.836143131,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABHD12,57,11221,-0.146944752,0.767682331,0.966824888,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABHD2,57,11221,0.015328291,0.971335351,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABHD3,57,11221,-1.701133467,0.105299155,0.370424532,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABHD5,57,11221,-0.860971791,0.248995308,0.61295848,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABHD6,57,11221,0.5566864,0.429876027,0.777038239,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABI1,57,11221,0.039445987,0.917290967,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABI2,57,11221,0.594411552,0.179767293,0.516330118,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABI3BP,57,11221,1.0592872,0.118015266,0.399516626,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABL1,57,11221,-0.480862079,0.34973949,0.713678668,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABL2,57,11221,0.601020029,0.289719272,0.657872982,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABLIM1,57,11221,0.258007021,0.436043951,0.782209327,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABR,57,11221,-0.074583299,0.761089726,0.963297241,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABRAXAS1,57,11221,-0.15227245,0.846338959,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ABRAXAS2,57,11221,0.026191694,0.967602419,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACAA1,57,11221,-0.068241656,0.912397971,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACACA,57,11221,0.724199084,0.058569638,0.243277155,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACACB,57,11221,0.799221758,0.219834163,0.57565046,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACAD9,57,11221,0.272594702,0.434424032,0.780948382,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACADM,57,11221,-0.207732173,0.650406073,0.906774146,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACADS,57,11221,-0.363894089,0.596417244,0.88210652,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACADVL,57,11221,0.75595858,0.005907855,0.034385368,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACAP2,57,11221,0.025012544,0.956900787,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACAP3,57,11221,-0.777913554,0.215551083,0.569458661,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACAT1,57,11221,-1.010419284,0.336430887,0.702635638,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACAT2,57,11221,-0.865863309,0.256090622,0.620256593,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACBD5,57,11221,0.432757279,0.395829768,0.752427498,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACBD6,57,11221,0.357242223,0.416812722,0.768173565,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACD,57,11221,-0.253137561,0.670255022,0.915936366,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACE,57,11221,0.629325799,0.272518731,0.640770213,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACE2,57,11221,0.520909362,0.487778831,0.820716372,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACER2,57,11221,-0.193384718,0.853771749,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACER3,57,11221,0.531107765,0.336466467,0.702635638,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACHE,57,11221,-0.504423757,0.73543118,0.950838765,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACIN1,57,11221,-0.292374706,0.066117789,0.267412608,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACKR4,57,11221,0.777115265,0.270923458,0.638889498,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACLY,57,11221,0.209216634,0.407638842,0.761593211,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACO2,57,11221,-0.369032847,0.461346089,0.802522259,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOT11,57,11221,0.004557878,0.995294084,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOT12,57,11221,-0.969491585,0.509189093,0.832953711,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOT13,57,11221,-0.021369307,0.95600256,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOT7,57,11221,-0.12806679,0.687587011,0.924034714,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOT8,57,11221,0.351492374,0.60749265,0.887794704,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOT9,57,11221,-0.394683608,0.790054122,0.977464029,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOX1,57,11221,-0.758642376,0.177820355,0.513306886,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOX2,57,11221,-0.76011384,0.471495573,0.809190985,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACOX3,57,11221,-2.598572808,0.074901435,0.29253912,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACP3,57,11221,0.835368951,0.229987496,0.589690474,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACP5,57,11221,0.135659585,0.839393842,0.998963818,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSBG1,57,11221,0.708664391,0.41113305,0.764478872,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSF3,57,11221,-0.196951496,0.72940476,0.947602286,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSL1,57,11221,0.457337002,0.40522821,0.76009792,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSL3,57,11221,0.275794976,0.409156091,0.762749044,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSL4,57,11221,-0.703101671,0.351483443,0.715269867,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSL5,57,11221,-0.094094467,0.915780944,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSM2A,57,11221,-0.238282805,0.827767073,0.993609795,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSM3,57,11221,0.233668581,0.691806457,0.926505095,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSS1,57,11221,-0.440369122,0.481944094,0.816305326,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSS2,57,11221,-2.444415651,0.094615518,0.343999099,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACSS3,57,11221,-0.664126952,0.648278579,0.906643616,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTA2,57,11221,-0.620698582,0.364380789,0.726333416,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTG2,57,11221,-0.431834347,0.687197162,0.924001926,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTL6A,57,11221,-0.113854439,0.753172528,0.959297968,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTN1,57,11221,-0.109753019,0.830768527,0.995053918,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTN4,57,11221,-0.274654434,0.278464191,0.646497331,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTR10,57,11221,0.668985895,0.137403302,0.43970005,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTR1A,57,11221,-1.325031832,0.029533904,0.140785191,P < 0.05
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTR1B,57,11221,-0.131067228,0.735490308,0.950848925,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTR2,57,11221,0.055766723,0.846646596,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTR3,57,11221,-0.276985512,0.423203951,0.772285789,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACTR3B,57,11221,0.439820429,0.506314672,0.831297454,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACVR1,57,11221,0.335613194,0.431653807,0.778588943,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACVR1B,57,11221,0.405544941,0.063723629,0.25979741,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACVR1C,57,11221,0.401622907,0.571431375,0.870284501,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACVR2A,57,11221,-0.381316485,0.58361854,0.878019829,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACVR2B,57,11221,-0.607396372,0.562994405,0.865412737,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACVRL1,57,11221,0.092395146,0.889096412,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ACY1,57,11221,0.027626398,0.964610955,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADA,57,11221,0.056819455,0.95791838,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADA2,57,11221,-0.445456409,0.674145479,0.917470343,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM10,57,11221,0.687417421,0.127005798,0.418746584,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM12,57,11221,0.101239088,0.92879636,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM15,57,11221,-0.75295672,0.136418651,0.437681912,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM17,57,11221,-1.1723288,0.181144457,0.51862369,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM19,57,11221,1.027598279,0.355174977,0.718296782,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM22,57,11221,-1.200525235,0.415465018,0.767260564,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM28,57,11221,-0.472168704,0.753613572,0.959569288,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM8,57,11221,-0.957285466,0.220016572,0.575884179,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAM9,57,11221,0.087646337,0.855397361,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAMTS17,57,11221,0.602275407,0.213547879,0.566305706,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAMTS5,57,11221,0.393026259,0.576156459,0.873301768,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAMTS9,57,11221,1.211562017,0.107578732,0.375593971,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADAR,57,11221,0.658329605,0.220515138,0.576741468,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADCY1,57,11221,0.790391004,0.397585868,0.753705076,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADCY2,57,11221,-1.302940587,0.387102477,0.745503899,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADCY5,57,11221,-0.44931787,0.761413839,0.963318847,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADCY7,57,11221,0.409954689,0.591453297,0.88069794,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADCY8,57,11221,-0.147001557,0.920736025,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADD1,57,11221,-0.059358933,0.869558176,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADD2,57,11221,-1.205393676,0.412391847,0.765357669,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADD3,57,11221,0.435925621,0.422420431,0.771955489,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRA3,57,11221,-0.051311415,0.923587757,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRE1,57,11221,-0.142008993,0.894195899,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRE5,57,11221,-0.2032588,0.849086105,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRF1,57,11221,-0.291405559,0.785040112,0.975039759,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRF3,57,11221,-0.087757226,0.911626691,0.999999383,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRF5,57,11221,0.865442543,0.287047151,0.655855175,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRG1,57,11221,0.115617518,0.712062083,0.93761961,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRG3,57,11221,0.200555726,0.798750718,0.981129523,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRG5,57,11221,-1.58207326,0.294126779,0.662079773,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRG6,57,11221,-1.405163984,0.181283447,0.518719867,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRL1,57,11221,0.811900878,0.209595781,0.561378683,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRL2,57,11221,0.626234605,0.030314568,0.143825524,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRL3,57,11221,-0.208971944,0.785842615,0.975452589,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADGRV1,57,11221,-2.195489728,0.143227984,0.451477252,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADH1A,57,11221,-1.13823281,0.447915795,0.79162808,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADH1B,57,11221,-1.512903733,0.299325549,0.666501576,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADH1C,57,11221,-2.406543863,0.104787512,0.369149813,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADH5,57,11221,0.299413182,0.216812796,0.571328519,NS or |log2FC| < 1
DE18_Tumors_16S_P14_confidence,High confidence 16S expression P14 / Low or no 16S expression P14,microbial16S_P14_group,ADH6,57,11221,-0.471185651,0.749772643,0.957823337,NS or |log2FC| < 1
